Property_ID,Date,City,Locality,State,Property_Type,BHK,Area_Sqft,Property_Age_Years,Sale_Price_Lakh,Price_per_Sqft,Monthly_Rent,Rental_Yield_Percent,New_Listings,Units_Sold,Unsold_Inventory,Days_on_Market,Demand_Index,Supply_Index,Interest_Rate_Percent,Inflation_Percent,GDP_Growth_Percent,Metro_Distance_Km,Latitude,Longitude
PROP00135,2024-06-01,Pune,Kharadi,Maharashtra,Apartment,3,1710,4,147.6,8631.34,50283,4.09,257,159,470,83,73.1,65.1,6.02,4.2,6.86,8.9,18.555284,73.945121
PROP00136,2022-03-01,Noida,Sector 62,Uttar Pradesh,Villa,3,1480,0,129.23,8731.69,46860,4.35,178,106,384,71,68.7,73.5,5.96,4.76,6.81,2.9,28.624224,77.357615
PROP00137,2025-11-01,Mumbai,Powai,Maharashtra,Apartment,3,1498,15,348.08,23236.36,141047,4.86,179,114,395,63,85.6,69.9,6.13,5.48,6.63,9.3,19.117643,72.905774
PROP00138,2023-12-01,Kolkata,Salt Lake,West Bengal,Villa,2,1064,15,124.81,11729.88,48769,4.69,175,97,351,85,77.3,62.8,6.16,4.56,6.2,0.7,22.587305,88.406338
PROP00139,2023-12-01,Bengaluru,Whitefield,Karnataka,Apartment,2,950,2,81.0,8525.8,25662,3.8,197,116,339,81,73.1,74.0,6.14,4.54,6.5,2.0,12.977169,77.757698
PROP00140,2024-09-01,Delhi,Vasant Kunj,Delhi,Independent House,1,648,20,92.9,14336.1,23070,2.98,215,128,421,86,81.7,72.4,6.14,5.33,6.27,8.5,28.527029,77.151617
PROP00141,2022-07-01,Mumbai,Navi Mumbai,Maharashtra,Apartment,2,1032,5,190.04,18414.86,49257,3.11,120,78,249,64,80.2,69.8,6.33,4.51,6.06,2.7,19.039117,73.029958
PROP00142,2025-01-01,Jaipur,C-Scheme,Rajasthan,Apartment,2,1135,1,41.55,3660.81,14163,4.09,158,98,338,85,68.3,55.1,6.18,5.0,6.61,9.4,26.912967,75.785711
PROP00143,2022-11-01,Ahmedabad,Bopal,Gujarat,Apartment,1,634,6,33.76,5324.63,11149,3.96,115,72,202,55,81.4,61.8,6.17,4.76,6.36,1.8,23.03557,72.46508
PROP00144,2025-09-01,Delhi,Saket,Delhi,Apartment,3,1370,15,193.02,14089.41,74217,4.61,126,64,243,75,89.6,83.9,5.99,4.71,6.26,3.9,28.527603,77.207707
PROP00145,2025-09-01,Bengaluru,Sarjapur Road,Karnataka,Apartment,4,2307,15,194.17,8416.69,48567,3.0,123,75,285,67,94.5,66.3,6.07,4.94,6.58,8.5,12.91169,77.687904
PROP00146,2026-04-01,Bengaluru,Koramangala,Karnataka,Apartment,2,1024,4,79.43,7756.37,23087,3.49,167,125,244,70,88.7,70.1,6.12,4.67,6.51,3.0,12.94084,77.621774
PROP00147,2026-02-01,Ahmedabad,Bopal,Gujarat,Apartment,3,1252,18,85.46,6825.62,30196,4.24,237,179,460,71,76.0,58.0,6.11,4.41,6.34,2.1,23.037344,72.465888
PROP00148,2024-09-01,Hyderabad,Hitech City,Telangana,Apartment,2,915,18,60.43,6604.62,19456,3.86,144,119,253,89,98.0,69.5,5.97,4.88,6.34,7.4,17.452541,78.390418
PROP00149,2023-01-01,Delhi,Rohini,Delhi,Apartment,3,1312,17,133.61,10183.67,44950,4.04,95,64,190,62,79.4,56.0,6.08,5.01,6.76,2.6,28.746136,77.057592
PROP00150,2024-11-01,Ahmedabad,Prahlad Nagar,Gujarat,Apartment,2,1134,13,58.84,5188.36,22983,4.69,201,131,349,70,70.1,61.3,6.11,4.83,6.67,4.2,23.016056,72.515694
PROP00151,2025-01-01,Bengaluru,Electronic City,Karnataka,Apartment,2,927,13,93.83,10121.91,29034,3.71,176,119,331,71,81.9,77.1,6.1,5.12,6.65,12.0,12.841819,77.663636
PROP00152,2024-11-01,Kolkata,Rajarhat,West Bengal,Apartment,3,1331,18,65.76,4940.72,20450,3.73,104,59,193,66,81.3,61.6,6.16,4.48,6.18,2.0,22.626478,88.486153
PROP00153,2023-01-01,Bengaluru,Hebbal,Karnataka,Apartment,1,574,16,62.39,10869.13,23574,4.53,186,112,365,75,75.6,64.6,6.16,5.06,6.05,2.3,13.03674,77.601862
PROP00154,2025-04-01,Kolkata,Behala,West Bengal,Villa,2,1080,6,96.28,8915.13,27587,3.44,184,99,392,81,76.6,66.3,6.09,5.19,6.25,7.9,22.499674,88.312321
PROP00155,2023-01-01,Bengaluru,Whitefield,Karnataka,Apartment,1,565,13,58.43,10341.52,19607,4.03,166,112,320,75,98.0,66.7,6.09,5.8,6.58,9.8,12.966164,77.751674
PROP00156,2024-11-01,Hyderabad,Hitech City,Telangana,Apartment,2,945,2,64.59,6835.4,24849,4.62,185,115,371,60,86.8,67.7,6.05,4.59,6.08,6.8,17.451054,78.395407
PROP00157,2023-05-01,Kolkata,Behala,West Bengal,Independent House,3,1510,8,101.58,6727.0,27733,3.28,187,92,370,70,67.9,68.4,6.07,4.39,6.0,2.5,22.497345,88.310278
PROP00158,2022-08-01,Delhi,Rohini,Delhi,Independent House,3,1345,13,189.2,14067.05,60012,3.81,187,112,387,81,74.3,77.9,6.18,4.75,6.51,7.7,28.752317,77.052399
PROP00159,2024-02-01,Mumbai,Bandra,Maharashtra,Apartment,3,1444,11,317.18,21965.55,58150,2.2,137,71,288,87,67.5,74.4,5.98,4.8,7.03,1.1,19.063079,72.827561
PROP00160,2024-06-01,Pune,Baner,Maharashtra,Apartment,2,1044,1,85.33,8173.42,32131,4.52,174,122,267,83,81.5,70.1,6.12,5.52,6.48,2.9,18.562865,73.785319
PROP00161,2022-05-01,Kolkata,New Town,West Bengal,Apartment,2,947,7,57.17,6036.78,26667,5.6,39,23,66,68,68.8,66.9,6.19,4.85,6.44,0.7,22.579033,88.412472
PROP00162,2023-06-01,Chennai,OMR,Tamil Nadu,Apartment,2,1076,11,69.71,6479.03,29035,5.0,103,54,202,66,70.8,74.5,6.09,5.12,6.33,10.7,12.932868,80.232481
PROP00163,2023-08-01,Bengaluru,Electronic City,Karnataka,Apartment,1,677,13,63.68,9406.74,32677,6.16,192,133,334,65,86.7,71.9,6.16,4.92,6.55,8.5,12.848653,77.659553
PROP00164,2025-04-01,Noida,Sector 137,Uttar Pradesh,Independent House,1,733,2,75.82,10344.31,26800,4.24,166,113,296,74,81.3,74.1,6.1,4.15,6.36,1.9,28.507875,77.401013
PROP00165,2024-10-01,Pune,Wakad,Maharashtra,Apartment,3,1377,15,111.65,8108.13,39067,4.2,180,98,375,77,81.7,68.1,6.17,4.64,6.38,11.8,18.597214,73.761002
PROP00166,2023-06-01,Bengaluru,Marathahalli,Karnataka,Apartment,1,699,12,57.03,8159.44,15764,3.32,168,120,291,53,83.2,66.4,5.99,4.74,6.5,0.7,12.961601,77.696283
PROP00167,2022-11-01,Delhi,Mayur Vihar,Delhi,Apartment,3,1747,5,220.27,12608.25,61211,3.33,127,76,191,65,73.1,59.4,6.02,5.26,6.71,6.8,28.605959,77.286567
PROP00168,2026-02-01,Pune,Kharadi,Maharashtra,Independent House,3,1406,9,141.29,10048.95,53115,4.51,158,121,197,70,92.6,70.7,6.08,4.5,6.52,4.9,18.554878,73.947546
PROP00169,2023-09-01,Noida,Sector 75,Uttar Pradesh,Apartment,3,1250,0,88.69,7095.18,31716,4.29,92,70,145,71,91.3,75.0,6.0,5.24,6.27,9.3,28.581864,77.3907
PROP00170,2022-06-01,Chennai,Tambaram,Tamil Nadu,Apartment,2,1247,9,67.24,5392.05,26817,4.79,88,46,253,85,71.5,66.9,6.22,4.62,6.58,3.9,12.923989,80.103089
PROP00171,2024-01-01,Chennai,Tambaram,Tamil Nadu,Apartment,2,940,8,65.99,7020.74,27903,5.07,132,85,270,54,83.0,56.8,6.16,4.04,6.42,8.6,12.924974,80.098004
PROP00172,2022-10-01,Pune,Hadapsar,Maharashtra,Independent House,3,1682,18,158.14,9401.94,54139,4.11,107,67,215,90,76.9,57.7,6.11,5.45,6.88,9.3,18.511279,73.925026
PROP00173,2023-10-01,Chennai,Adyar,Tamil Nadu,Villa,2,1216,2,154.17,12678.05,40804,3.18,121,97,210,68,79.8,57.8,6.15,4.97,6.5,2.9,12.998291,80.256661
PROP00174,2022-08-01,Pune,Baner,Maharashtra,Apartment,2,950,4,62.0,6526.23,22098,4.28,208,126,426,53,89.3,64.9,6.19,4.85,6.8,10.1,18.559708,73.788208
PROP00175,2022-12-01,Ahmedabad,Maninagar,Gujarat,Apartment,2,1119,4,65.97,5895.02,23457,4.27,84,53,153,76,66.3,68.5,6.14,5.26,6.21,0.9,22.995453,72.597976
PROP00176,2023-10-01,Mumbai,Powai,Maharashtra,Apartment,3,1670,6,342.21,20491.67,103282,3.62,161,85,272,76,85.7,75.1,6.13,5.25,6.03,5.2,19.125818,72.906314
PROP00177,2022-06-01,Noida,Sector 150,Uttar Pradesh,Apartment,3,1567,15,94.57,6035.34,38032,4.83,145,104,243,63,89.9,72.3,5.97,5.63,6.84,4.4,28.474442,77.412833
PROP00178,2023-09-01,Delhi,Saket,Delhi,Apartment,3,1593,1,198.83,12481.3,47261,2.85,77,48,191,67,73.1,67.3,6.14,4.88,6.61,5.4,28.520866,77.210808
PROP00179,2026-04-01,Mumbai,Navi Mumbai,Maharashtra,Apartment,3,1796,18,495.28,27576.79,112497,2.73,104,63,251,76,81.1,72.1,6.01,4.3,7.08,9.2,19.03041,73.028604
PROP00180,2024-07-01,Jaipur,Malviya Nagar,Rajasthan,Apartment,2,1142,20,50.88,4455.26,23339,5.5,168,107,389,63,76.8,65.1,6.11,5.01,6.64,2.6,26.852259,75.803325
PROP00181,2022-09-01,Ahmedabad,Satellite,Gujarat,Apartment,2,1151,10,56.89,4942.58,16563,3.49,117,53,236,82,64.9,75.0,6.06,5.25,6.55,11.3,23.021599,72.509571
PROP00182,2025-09-01,Delhi,Vasant Kunj,Delhi,Villa,2,1050,14,170.39,16227.76,31238,2.2,125,86,191,55,87.5,65.6,6.11,4.6,6.24,2.9,28.531389,77.153171
PROP00183,2022-06-01,Jaipur,Vaishali Nagar,Rajasthan,Apartment,3,1559,10,62.61,4015.79,23173,4.44,173,87,380,80,64.3,65.5,6.17,5.42,6.82,1.9,26.917948,75.740914
PROP00184,2023-12-01,Ahmedabad,Chandkheda,Gujarat,Apartment,2,881,5,51.51,5846.44,20586,4.8,208,136,376,56,72.2,58.2,6.06,4.23,6.72,7.6,23.107533,72.577333
PROP00185,2022-05-01,Delhi,Rohini,Delhi,Apartment,1,660,15,68.26,10341.76,17218,3.03,166,97,317,83,74.8,61.2,6.14,5.27,6.48,7.4,28.753199,77.058285
PROP00186,2023-12-01,Ahmedabad,SG Highway,Gujarat,Apartment,1,553,9,27.81,5029.7,9599,4.14,150,94,303,55,69.0,64.8,6.04,5.61,7.14,12.0,23.045582,72.51717
PROP00187,2022-08-01,Mumbai,Borivali,Maharashtra,Apartment,3,1261,10,250.9,19897.08,45998,2.2,166,80,335,76,72.0,78.0,6.14,5.44,5.58,3.9,19.231336,72.856305
PROP00188,2022-11-01,Noida,Sector 75,Uttar Pradesh,Apartment,3,1667,14,107.72,6462.08,35092,3.91,156,89,359,75,78.9,80.2,6.1,4.85,6.41,6.7,28.583924,77.383941
PROP00189,2025-11-01,Pune,Wakad,Maharashtra,Apartment,4,2487,1,224.59,9030.49,79733,4.26,96,61,194,96,78.5,66.0,6.13,3.95,6.47,6.1,18.603165,73.759856
PROP00190,2022-11-01,Delhi,Mayur Vihar,Delhi,Apartment,3,1708,3,188.56,11040.0,52746,3.36,108,73,158,96,73.7,73.0,5.98,4.51,6.65,1.5,28.60826,77.296251
PROP00191,2022-07-01,Chennai,OMR,Tamil Nadu,Apartment,2,1128,7,65.31,5789.79,23716,4.36,137,69,305,94,66.2,69.2,6.06,5.03,6.16,7.9,12.934152,80.227097
PROP00192,2024-08-01,Bengaluru,Whitefield,Karnataka,Apartment,2,937,1,68.91,7353.81,30514,5.31,188,109,325,71,79.4,71.0,5.99,6.1,5.94,2.4,12.965638,77.744013
PROP00193,2023-11-01,Noida,Greater Noida West,Uttar Pradesh,Apartment,2,946,1,55.72,5890.38,19010,4.09,147,94,304,74,81.0,71.8,6.19,5.36,6.0,2.9,28.600978,77.430775
PROP00194,2026-01-01,Pune,Kharadi,Maharashtra,Villa,4,2120,13,331.33,15628.69,113045,4.09,144,85,294,77,91.2,68.0,6.22,4.98,6.96,5.5,18.550878,73.94684
PROP00195,2025-05-01,Kolkata,Behala,West Bengal,Apartment,2,1042,7,57.56,5523.82,24889,5.19,200,142,376,70,69.9,59.2,6.1,4.64,6.15,8.5,22.494528,88.310861
PROP00196,2022-07-01,Delhi,Rohini,Delhi,Villa,2,1145,14,241.89,21125.95,58155,2.89,180,106,347,57,81.6,75.6,6.06,4.72,6.11,3.5,28.754287,77.052868
PROP00197,2025-12-01,Pune,Baner,Maharashtra,Apartment,3,1758,3,136.07,7739.81,44536,3.93,197,121,463,94,72.0,68.9,6.1,4.86,6.66,6.8,18.563665,73.788246
PROP00198,2022-06-01,Bengaluru,Hebbal,Karnataka,Apartment,3,1574,19,143.98,9147.5,47290,3.94,174,115,272,62,82.3,69.5,6.05,4.71,6.72,10.7,13.036586,77.592103
PROP00199,2022-03-01,Kolkata,New Town,West Bengal,Apartment,3,1535,10,84.22,5486.66,31140,4.44,150,106,236,73,72.8,63.0,6.11,4.75,6.44,4.8,22.590258,88.416603
PROP00200,2022-02-01,Noida,Sector 62,Uttar Pradesh,Apartment,2,881,8,54.16,6147.02,19918,4.41,168,91,326,65,81.2,68.3,6.14,5.19,6.21,4.9,28.626624,77.356039
PROP00201,2026-06-01,Ahmedabad,SG Highway,Gujarat,Apartment,2,1012,18,59.11,5840.79,22130,4.49,197,124,367,89,73.5,70.1,6.13,4.63,5.9,11.0,23.049919,72.526106
PROP00202,2022-08-01,Noida,Greater Noida West,Uttar Pradesh,Apartment,2,944,1,69.85,7399.75,24644,4.23,170,89,423,72,75.9,73.1,6.19,3.91,6.95,9.0,28.604119,77.437235
PROP00203,2024-06-01,Kolkata,New Town,West Bengal,Apartment,3,1497,5,86.9,5805.01,29496,4.07,115,71,250,77,69.2,69.9,6.21,4.86,6.43,10.5,22.590769,88.413934
PROP00204,2024-07-01,Hyderabad,Miyapur,Telangana,Apartment,4,2337,0,169.19,7239.69,68359,4.85,193,118,428,54,81.7,87.9,6.14,5.9,6.46,10.3,17.495316,78.362018
PROP00205,2023-03-01,Kolkata,Garia,West Bengal,Apartment,2,986,9,65.42,6634.74,20085,3.68,99,63,200,66,63.5,68.1,6.05,4.96,6.68,9.8,22.464428,88.385295
PROP00206,2026-06-01,Chennai,Anna Nagar,Tamil Nadu,Apartment,3,1636,18,118.79,7261.18,27570,2.79,170,91,437,77,72.6,76.8,6.16,5.18,6.37,2.8,13.093487,80.214113
PROP00207,2023-02-01,Mumbai,Andheri,Maharashtra,Apartment,3,1285,10,207.74,16166.36,58112,3.36,168,129,333,71,74.1,58.4,6.13,5.4,6.89,11.3,19.119837,72.848002
PROP00208,2025-08-01,Jaipur,C-Scheme,Rajasthan,Apartment,3,1404,0,74.03,5272.5,37428,6.07,186,111,327,70,69.8,72.4,6.16,5.18,7.18,10.1,26.91602,75.79195
PROP00209,2023-06-01,Kolkata,Behala,West Bengal,Apartment,3,1287,14,63.86,4961.73,26429,4.97,104,78,187,74,73.2,58.5,6.15,5.23,6.28,1.1,22.495929,88.313266
PROP00210,2026-01-01,Bengaluru,Sarjapur Road,Karnataka,Apartment,4,2189,6,241.7,11041.79,78752,3.91,145,90,258,66,86.8,77.0,6.07,5.15,6.91,6.3,12.904915,77.680669
PROP00211,2023-11-01,Delhi,Rohini,Delhi,Apartment,3,1648,4,182.63,11081.88,64917,4.27,145,64,385,75,59.5,76.1,6.08,4.94,6.64,7.9,28.743205,77.053037
PROP00212,2022-10-01,Bengaluru,Yelahanka,Karnataka,Apartment,2,1189,16,110.97,9333.1,35712,3.86,127,85,236,71,90.2,63.2,6.3,5.15,5.67,2.1,13.100652,77.596474
PROP00213,2023-04-01,Noida,Sector 62,Uttar Pradesh,Apartment,2,850,13,59.97,7055.59,20066,4.02,119,56,298,84,67.4,70.2,6.18,4.2,7.14,6.9,28.633114,77.368986
PROP00214,2023-05-01,Mumbai,Powai,Maharashtra,Apartment,1,619,6,119.78,19350.45,38720,3.88,134,69,253,47,79.4,69.0,6.17,5.23,6.43,4.2,19.117956,72.900142
PROP00215,2025-03-01,Hyderabad,Gachibowli,Telangana,Apartment,2,1180,7,103.73,8791.01,38119,4.41,171,140,268,68,79.0,48.6,6.19,4.3,6.29,6.6,17.447186,78.352403
PROP00216,2026-05-01,Hyderabad,Kondapur,Telangana,Apartment,3,1728,16,134.2,7765.94,55452,4.96,142,90,294,54,79.2,69.4,6.26,5.08,6.95,5.9,17.466007,78.361052
PROP00217,2024-01-01,Bengaluru,Koramangala,Karnataka,Apartment,3,1260,16,94.46,7496.99,40584,5.16,143,87,279,53,82.8,77.5,6.25,4.94,6.76,3.8,12.934541,77.621033
PROP00218,2022-05-01,Pune,Viman Nagar,Maharashtra,Apartment,3,1760,17,122.99,6987.97,39948,3.9,168,91,342,59,71.2,71.2,6.13,4.26,6.69,10.4,18.568623,73.921932
PROP00219,2022-11-01,Noida,Sector 62,Uttar Pradesh,Independent House,2,861,3,62.51,7260.23,15559,2.99,167,90,397,73,78.3,61.7,6.08,4.89,6.03,0.6,28.629359,77.374777
PROP00220,2023-02-01,Hyderabad,Miyapur,Telangana,Apartment,3,1304,3,99.26,7611.99,35146,4.25,155,92,393,60,88.7,67.1,6.16,4.66,7.12,6.0,17.494187,78.35825
PROP00221,2026-04-01,Kolkata,Garia,West Bengal,Independent House,3,1718,11,145.69,8480.09,52064,4.29,119,59,245,100,70.5,77.1,6.07,4.67,6.16,4.9,22.456508,88.383086
PROP00222,2026-06-01,Ahmedabad,Bopal,Gujarat,Apartment,3,1660,6,113.36,6828.99,40567,4.29,113,75,232,66,88.3,67.6,6.13,5.57,6.24,6.3,23.034819,72.468236
PROP00223,2026-02-01,Ahmedabad,Bopal,Gujarat,Apartment,3,1745,5,98.04,5618.14,39204,4.8,132,99,203,86,84.1,53.9,6.21,5.13,7.13,2.6,23.030969,72.466465
PROP00224,2022-03-01,Jaipur,Malviya Nagar,Rajasthan,Apartment,4,2338,19,76.15,3257.1,27424,4.32,39,28,74,64,74.1,60.2,6.22,4.7,6.26,11.0,26.858124,75.810494
PROP00225,2022-06-01,Pune,Baner,Maharashtra,Villa,2,1013,8,107.78,10639.75,38235,4.26,164,86,352,83,76.7,69.6,6.18,4.95,7.07,12.0,18.553622,73.788045
PROP00226,2024-01-01,Jaipur,Mansarovar,Rajasthan,Villa,3,1252,9,88.83,7095.43,32724,4.42,203,133,399,79,77.0,61.6,6.26,4.23,6.34,3.8,26.856184,75.76596
PROP00227,2022-04-01,Pune,Wakad,Maharashtra,Villa,2,988,5,141.1,14281.1,62068,5.28,153,99,286,74,83.4,66.4,6.06,5.58,6.1,9.7,18.60009,73.771064
PROP00228,2023-11-01,Kolkata,Garia,West Bengal,Apartment,4,1855,7,117.55,6337.0,48333,4.93,156,82,392,83,65.5,64.3,6.1,5.35,6.26,5.5,22.45496,88.378739
PROP00229,2026-02-01,Noida,Sector 62,Uttar Pradesh,Apartment,2,928,4,76.08,8198.4,31305,4.94,165,96,302,76,75.6,76.4,6.08,5.08,6.42,7.0,28.630968,77.366607
PROP00230,2024-11-01,Pune,Hinjewadi,Maharashtra,Apartment,1,554,9,35.38,6385.41,9714,3.3,130,94,261,90,77.5,70.8,6.21,5.83,6.22,9.1,18.590891,73.737115
PROP00231,2025-09-01,Pune,Kharadi,Maharashtra,Apartment,4,1764,10,121.93,6912.3,54861,5.4,125,69,232,56,81.3,62.7,6.03,4.91,6.29,5.4,18.552272,73.948061
PROP00232,2025-01-01,Hyderabad,Hitech City,Telangana,Apartment,4,2311,8,151.19,6542.38,65080,5.17,148,111,275,75,79.7,51.2,6.12,4.64,6.69,9.5,17.446056,78.395938
PROP00233,2022-03-01,Bengaluru,HSR Layout,Karnataka,Apartment,2,1123,14,64.66,5758.19,19188,3.56,165,105,305,59,81.8,65.6,6.17,4.85,6.45,9.4,12.920567,77.629937
PROP00234,2025-08-01,Jaipur,Vaishali Nagar,Rajasthan,Apartment,1,582,19,27.13,4662.14,11028,4.88,141,98,282,60,71.8,60.5,6.06,4.21,6.8,7.7,26.914421,75.734282
PROP00235,2023-02-01,Chennai,Adyar,Tamil Nadu,Apartment,3,1572,16,130.57,8305.95,47284,4.35,182,130,362,54,87.0,75.8,6.28,5.09,5.57,3.6,13.003816,80.255552
PROP00236,2025-02-01,Delhi,Greater Kailash,Delhi,Apartment,2,1245,10,188.96,15177.28,44048,2.8,92,58,177,97,80.4,71.4,6.19,4.22,5.41,5.7,28.549015,77.247065
PROP00237,2022-04-01,Jaipur,Mansarovar,Rajasthan,Apartment,3,1699,12,69.93,4116.13,28793,4.94,92,61,151,66,77.0,56.8,6.14,5.03,6.36,3.2,26.849841,75.765699
PROP00238,2023-08-01,Noida,Sector 78,Uttar Pradesh,Apartment,3,1540,3,109.5,7110.17,44759,4.91,135,86,250,92,74.0,74.8,6.0,4.41,5.82,11.8,28.564754,77.382542
PROP00239,2024-05-01,Pune,Hadapsar,Maharashtra,Apartment,3,1383,4,85.91,6211.57,25840,3.61,202,103,405,75,79.3,72.8,6.12,4.91,7.21,7.1,18.507961,73.930847
PROP00240,2022-12-01,Mumbai,Thane,Maharashtra,Villa,4,1841,19,593.49,32237.19,157295,3.18,122,82,301,78,73.5,72.9,6.06,5.08,6.03,7.3,19.214136,72.976323
PROP00241,2026-06-01,Noida,Sector 150,Uttar Pradesh,Apartment,2,991,10,80.75,8147.94,28509,4.24,231,136,503,82,77.7,71.9,6.03,4.5,6.21,3.7,28.479639,77.409459
PROP00242,2024-09-01,Kolkata,Rajarhat,West Bengal,Apartment,4,2066,17,142.78,6910.91,70426,5.92,117,62,242,63,82.6,70.3,6.19,5.16,6.12,2.6,22.623009,88.474284
PROP00243,2026-04-01,Chennai,Tambaram,Tamil Nadu,Apartment,2,1155,3,74.93,6487.49,30469,4.88,225,132,474,60,86.3,70.5,6.29,5.24,6.36,6.7,12.925927,80.093316
PROP00244,2022-03-01,Hyderabad,Kukatpally,Telangana,Apartment,2,1213,6,68.0,5605.69,33307,5.88,153,98,331,58,90.8,65.5,6.15,4.18,6.89,6.0,17.48522,78.4053
PROP00245,2025-10-01,Noida,Sector 78,Uttar Pradesh,Apartment,2,919,7,78.06,8494.12,23963,3.68,171,112,273,88,71.9,67.8,5.93,4.8,6.28,7.8,28.570247,77.393507
PROP00246,2024-07-01,Bengaluru,Electronic City,Karnataka,Apartment,1,770,12,76.79,9973.12,28179,4.4,189,132,340,63,85.7,65.3,6.1,5.19,6.88,9.3,12.848323,77.660399
PROP00247,2024-07-01,Kolkata,Ballygunge,West Bengal,Apartment,3,1419,16,63.94,4505.91,25714,4.83,189,100,347,98,68.0,66.9,6.18,4.81,6.17,10.2,22.522238,88.369534
PROP00248,2023-06-01,Chennai,Anna Nagar,Tamil Nadu,Independent House,2,979,17,84.67,8648.13,26383,3.74,187,118,404,69,81.8,54.2,6.24,4.34,6.75,3.8,13.078394,80.205603
PROP00249,2025-11-01,Chennai,OMR,Tamil Nadu,Apartment,3,1478,10,111.87,7569.33,38671,4.15,167,90,322,72,84.8,71.1,6.15,4.88,6.36,4.8,12.935338,80.225806
PROP00250,2022-03-01,Hyderabad,Kondapur,Telangana,Villa,1,732,11,87.36,11934.78,28465,3.91,146,122,220,82,89.7,59.7,6.16,5.19,6.52,2.3,17.466958,78.361764
PROP00251,2024-11-01,Hyderabad,Hitech City,Telangana,Apartment,4,1766,3,101.04,5721.44,50265,5.97,99,62,209,68,85.1,67.2,6.24,6.04,6.17,1.5,17.444789,78.397925
PROP00252,2023-12-01,Bengaluru,Koramangala,Karnataka,Apartment,1,639,4,50.99,7979.36,19314,4.55,156,90,372,79,82.0,66.9,6.22,4.91,6.25,3.9,12.935885,77.618809
PROP00253,2022-03-01,Jaipur,Jagatpura,Rajasthan,Apartment,1,677,14,27.61,4078.79,9989,4.34,93,56,172,81,70.2,60.1,6.2,4.74,6.66,10.7,26.821522,75.844061
PROP00254,2023-06-01,Jaipur,Ajmer Road,Rajasthan,Villa,4,1869,10,137.48,7355.62,65389,5.71,204,138,346,68,70.4,60.8,6.2,4.72,5.76,4.7,26.894079,75.696465
PROP00255,2024-09-01,Mumbai,Navi Mumbai,Maharashtra,Apartment,3,1555,15,368.78,23715.8,94966,3.09,242,141,560,90,77.8,66.1,6.02,4.7,6.27,0.4,19.032759,73.041685
PROP00256,2022-10-01,Hyderabad,Miyapur,Telangana,Apartment,2,1248,5,73.68,5903.96,28976,4.72,178,112,376,71,85.1,65.5,6.07,4.73,6.42,2.0,17.494987,78.352457
PROP00257,2022-08-01,Ahmedabad,Satellite,Gujarat,Apartment,3,1439,5,64.36,4472.85,28058,5.23,167,100,303,90,70.6,58.1,6.23,5.27,6.82,8.8,23.031215,72.510068
PROP00258,2022-12-01,Delhi,Greater Kailash,Delhi,Independent House,3,1542,13,240.68,15608.57,44125,2.2,145,81,266,83,72.9,84.6,6.1,4.92,6.8,5.3,28.552554,77.245789
PROP00259,2024-09-01,Bengaluru,HSR Layout,Karnataka,Independent House,1,586,12,68.62,11709.58,27316,4.78,205,144,387,54,95.8,79.1,6.04,5.11,6.68,2.5,12.913589,77.641026
PROP00260,2024-07-01,Chennai,Velachery,Tamil Nadu,Apartment,4,1755,9,126.26,7194.05,51243,4.87,132,69,283,71,72.4,71.9,6.13,5.89,5.97,2.2,12.977521,80.221633
PROP00261,2022-06-01,Jaipur,Mansarovar,Rajasthan,Apartment,2,1160,14,44.78,3860.44,19294,5.17,208,161,348,76,87.3,60.8,6.2,4.66,6.22,11.2,26.854766,75.771049
PROP00262,2023-12-01,Ahmedabad,SG Highway,Gujarat,Apartment,2,997,15,42.64,4276.81,18014,5.07,193,137,392,51,74.1,61.4,6.18,5.31,5.97,6.6,23.043538,72.517087
PROP00263,2024-04-01,Bengaluru,Yelahanka,Karnataka,Apartment,4,2386,12,201.15,8430.27,87949,5.25,182,141,317,81,91.3,61.3,6.18,5.09,6.54,1.4,13.100178,77.593627
PROP00264,2026-04-01,Chennai,Anna Nagar,Tamil Nadu,Apartment,3,1281,2,96.19,7508.85,28956,3.61,77,52,127,74,77.9,74.4,6.12,5.06,7.17,4.0,13.086167,80.218079
PROP00265,2024-01-01,Jaipur,Mansarovar,Rajasthan,Apartment,4,2482,6,91.01,3666.9,37916,5.0,136,86,296,87,77.7,60.5,6.11,4.7,6.63,4.1,26.854584,75.759993
PROP00266,2022-10-01,Hyderabad,Kukatpally,Telangana,Apartment,2,1098,11,65.02,5921.53,26206,4.84,205,129,437,67,85.9,66.3,6.22,4.4,6.5,3.8,17.489523,78.407459
PROP00267,2022-05-01,Ahmedabad,SG Highway,Gujarat,Apartment,3,1779,9,99.69,5603.74,30587,3.68,146,77,340,59,78.5,67.8,6.15,4.98,6.75,4.2,23.044162,72.517396
PROP00268,2026-03-01,Chennai,Velachery,Tamil Nadu,Apartment,1,617,3,50.33,8157.34,15566,3.71,170,86,363,60,73.8,67.7,6.23,4.98,6.91,8.2,12.975091,80.217864
PROP00269,2024-06-01,Pune,Viman Nagar,Maharashtra,Apartment,3,1461,15,134.19,9185.08,35154,3.14,200,136,363,57,88.6,71.1,6.16,4.56,6.67,7.0,18.573807,73.915787
PROP00270,2022-04-01,Ahmedabad,Satellite,Gujarat,Independent House,4,2203,11,128.01,5810.63,41356,3.88,114,66,211,74,78.6,67.3,6.28,5.36,6.78,7.4,23.022984,72.504557
